Shape,Cut,Color,Clarity,Carat,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Length,Width,Height,Price,Type,price_category,price_category_encoded,Cut_encoded,Color_encoded,Clarity_encoded,Polish_encoded,Symmetry_encoded,Girdle_encoded,Carat_category,Carat_category_encoded
Round,Excellent,H,VS2,1.01,1.01,61.7,60.0,Excellent,Excellent,Thin to Slightly Thick,6.38,6.43,3.95,3740,GIA,medium,3,4,3,4,4.0,4.0,4.0,small,3
Princess,Ideal,G,VVS1,1.03,1.01,72.5,71.0,Excellent,Excellent,Thick,5.51,5.43,3.94,3450,GIA,medium,3,5,4,7,4.0,4.0,6.0,small,3
Princess,Ideal,G,VVS1,1.04,1.01,72.8,70.0,Excellent,Excellent,Thick to Very Thick,5.55,5.49,3.99,3530,GIA,medium,3,5,4,7,4.0,4.0,6.5,small,3
Cushion Modified,Ideal,D,IF,1.12,1.02,64.8,60.0,Excellent,Excellent,Medium to Thick,5.99,5.85,3.79,3920,GIA Lab-Grown,high,4,5,7,8,4.0,4.0,5.0,small,3
Princess,Ideal,D,VS2,1.01,1.0,68.1,72.0,Excellent,Very Good,Slightly Thick to Thick,5.56,5.54,3.77,3210,GIA,medium,3,5,7,4,4.0,3.0,5.5,small,3
Cushion,Ideal,E,VS1,3.59,1.01,66.1,64.0,Excellent,Excellent,Medium to Slightly Thick,9.04,8.94,5.91,4100,IGI Lab-Grown,high,4,5,6,5,4.0,4.0,4.5,ultra large (3+),7
Princess,Ideal,H,VS2,1.01,1.0,72.1,71.0,Excellent,Excellent,Thick,5.52,5.5,3.97,2330,GIA,low,2,5,3,4,4.0,4.0,6.0,small,3
Round,Excellent,E,VS1,1.59,1.0,60.9,59.0,Excellent,Excellent,Medium to Slightly Thick,7.52,7.54,4.58,1810,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Cushion,Ideal,E,VS1,2.04,1.02,67.4,62.0,Excellent,Excellent,Medium to Slightly Thick,7.27,7.15,4.82,3070,IGI Lab-Grown,medium,3,5,6,5,4.0,4.0,4.5,large,5
Round,Excellent,H,VS2,1.0,1.01,59.0,61.0,Excellent,Very Good,Medium to Slightly Thick,6.51,6.56,3.86,3490,GIA,medium,3,4,3,4,4.0,3.0,4.5,extra small,2
Round,Ideal,D,VS1,1.58,1.0,61.3,58.0,Excellent,Excellent,Medium,7.47,7.49,4.59,1850,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Princess,Ideal,H,VVS2,1.03,1.02,70.4,67.0,Excellent,Excellent,Medium to Slightly Thick,5.68,5.55,3.91,3150,GIA,medium,3,5,3,6,4.0,4.0,4.5,small,3
Princess,Ideal,E,VVS2,1.04,1.01,72.0,66.0,Excellent,Excellent,Thin to Medium,5.65,5.58,4.02,1210,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,3.5,small,3
Cushion Modified,Very Good,G,VS2,1.01,1.1,68.7,62.0,Excellent,Excellent,Medium to Thick,6.13,5.57,3.83,2310,GIA,low,2,3,4,4,4.0,4.0,5.0,small,3
Cushion Modified,Ideal,D,VVS2,1.42,1.03,69.0,61.0,Excellent,Very Good,Slightly Thick to Very Thick,6.38,6.18,4.26,2100,GIA Lab-Grown,low,2,5,7,6,4.0,3.0,6.5,small,3
Round,Ideal,E,VS1,1.58,1.0,61.2,58.0,Excellent,Excellent,Medium,7.48,7.5,4.59,1840,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Cushion Modified,Ideal,E,VS1,1.57,1.02,66.0,61.0,Excellent,Excellent,Slightly Thick to Thick,6.84,6.68,4.41,3090,GIA Lab-Grown,medium,3,5,6,5,4.0,4.0,5.5,medium,4
Round,Excellent,H,VS2,1.01,1.0,60.8,59.0,Excellent,Excellent,Medium to Slightly Thick,6.46,6.49,3.94,3900,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Princess,Ideal,G,VVS1,1.09,1.0,72.6,71.0,Excellent,Excellent,Medium to Slightly Thick,5.68,5.66,4.11,3590,GIA,medium,3,5,4,7,4.0,4.0,4.5,small,3
Round,Very Good,H,VS1,1.0,1.01,64.4,58.0,Excellent,Excellent,Thick,6.19,6.25,4.01,3620,GIA,medium,3,3,3,5,4.0,4.0,6.0,extra small,2
Cushion,Ideal,D,VS1,1.7,1.02,66.0,60.0,Excellent,Very Good,Thick to Very Thick,7.16,7.04,4.65,2470,GIA Lab-Grown,medium,3,5,7,5,4.0,3.0,6.5,medium,4
Cushion Modified,Ideal,F,VVS2,1.59,1.02,67.3,63.0,Excellent,Excellent,Slightly Thick to Thick,6.79,6.63,4.46,3010,GIA Lab-Grown,medium,3,5,5,6,4.0,4.0,5.5,medium,4
Round,Excellent,D,VS1,1.57,1.01,61.2,58.0,Excellent,Excellent,Medium to Slightly Thick,7.45,7.5,4.58,1840,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Cushion Modified,Ideal,D,VS1,1.49,1.05,67.5,61.0,Excellent,Excellent,Medium to Slightly Thick,6.74,6.44,4.35,1970,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.5,small,3
Cushion,Ideal,F,VS1,3.55,1.01,65.2,64.0,Excellent,Excellent,Medium to Slightly Thick,9.04,8.96,5.84,6310,IGI Lab-Grown,very high,5,5,5,5,4.0,4.0,4.5,ultra large (3+),7
Princess,Ideal,E,VS2,1.01,1.02,72.0,71.0,Excellent,Excellent,Slightly Thick to Thick,5.65,5.54,3.99,4180,GIA,high,4,5,6,4,4.0,4.0,5.5,small,3
Round,Excellent,H,VS2,1.0,1.01,63.7,56.0,Very Good,Excellent,Medium to Slightly Thick,6.28,6.33,4.02,2840,GIA,medium,3,4,3,4,3.0,4.0,4.5,extra small,2
Princess,Ideal,D,VS1,1.06,1.01,70.6,70.0,Excellent,Very Good,Thick,5.59,5.54,3.91,1090,GIA Lab-Grown,very low,1,5,7,5,4.0,3.0,6.0,small,3
Cushion,Ideal,E,VVS2,2.27,1.01,66.5,62.0,Excellent,Excellent,Medium,7.59,7.55,5.02,3940,IGI Lab-Grown,high,4,5,6,6,4.0,4.0,4.0,large,5
Princess,Very Good,G,VS2,1.01,1.0,74.2,74.0,Good,Good,Slightly Thick to Very Thick,5.38,5.38,3.99,4230,GIA,high,4,3,4,4,2.0,2.0,6.5,small,3
Princess,Ideal,E,VS1,1.27,1.02,71.5,68.0,Excellent,Very Good,Slightly Thick to Thick,5.91,5.82,4.16,1180,GIA Lab-Grown,low,2,5,6,5,4.0,3.0,5.5,small,3
Round,Excellent,E,VS1,1.56,1.0,61.0,58.0,Excellent,Excellent,Medium,7.47,7.48,4.56,1780,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.0,medium,4
Cushion Modified,Ideal,D,VVS1,1.22,1.02,67.0,61.0,Excellent,Very Good,Thin to Thick,6.13,5.99,4.02,1990,GIA Lab-Grown,low,2,5,7,7,4.0,3.0,4.5,small,3
Cushion Modified,Ideal,E,VS1,1.61,1.02,67.0,61.0,Excellent,Excellent,Medium to Slightly Thick,6.86,6.72,4.5,3280,GIA Lab-Grown,medium,3,5,6,5,4.0,4.0,4.5,medium,4
Round,Excellent,E,VS1,1.53,1.01,61.4,58.0,Excellent,Excellent,Medium to Slightly Thick,7.37,7.41,4.53,1740,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Round,Excellent,H,VS1,1.0,1.01,63.6,58.0,Excellent,Excellent,Slightly Thick,6.29,6.34,4.02,4140,GIA,high,4,4,3,5,4.0,4.0,5.0,extra small,2
Princess,Ideal,E,VVS2,1.17,1.01,71.5,68.0,Very Good,Very Good,Slightly Thick,5.74,5.66,4.05,1210,GIA Lab-Grown,low,2,5,6,6,3.0,3.0,5.0,small,3
Round,Excellent,E,VS1,1.52,1.0,62.2,58.0,Excellent,Excellent,Medium,7.36,7.38,4.59,1100,GIA Lab-Grown,very low,1,4,6,5,4.0,4.0,4.0,medium,4
Round,Excellent,H,VS2,1.0,1.01,61.6,60.0,Excellent,Excellent,Slightly Thick,6.38,6.42,3.94,4000,GIA,high,4,4,3,4,4.0,4.0,5.0,extra small,2
Round,Ideal,E,VS1,1.56,1.01,61.3,58.0,Excellent,Excellent,Medium to Slightly Thick,7.41,7.46,4.56,1810,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.5,medium,4
Round,Ideal,E,VS1,1.59,1.0,61.4,57.0,Excellent,Excellent,Medium,7.5,7.52,4.61,1850,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Round,Ideal,D,VS1,1.55,1.0,62.0,56.0,Excellent,Excellent,Medium to Slightly Thick,7.4,7.43,4.6,1830,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,E,VS1,1.59,1.0,61.4,56.0,Excellent,Excellent,Medium,7.52,7.54,4.62,1810,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.0,medium,4
Round,Very Good,G,VS2,1.0,1.01,64.3,57.0,Very Good,Very Good,Slightly Thick to Thick,6.17,6.23,3.98,3880,GIA,high,4,3,4,4,3.0,3.0,5.5,extra small,2
Princess,Ideal,G,VS2,1.0,1.01,73.4,71.0,Excellent,Very Good,Medium to Slightly Thick,5.61,5.54,4.06,3050,GIA,medium,3,5,4,4,4.0,3.0,4.5,extra small,2
Cushion,Ideal,E,VVS2,2.06,1.01,68.5,64.0,Excellent,Excellent,Thin to Slightly Thick,7.38,7.34,5.03,3600,IGI Lab-Grown,medium,3,5,6,6,4.0,4.0,4.0,large,5
Round,Excellent,H,VS2,1.05,1.0,61.2,58.0,Excellent,Excellent,Medium,6.54,6.57,4.01,3890,GIA,high,4,4,3,4,4.0,4.0,4.0,small,3
Princess,Ideal,E,VS1,1.08,1.02,72.6,72.0,Excellent,Excellent,Slightly Thick to Thick,5.63,5.5,3.99,1070,GIA Lab-Grown,very low,1,5,6,5,4.0,4.0,5.5,small,3
Princess,Very Good,D,VS2,1.01,1.05,76.3,71.0,Good,Very Good,Thick,5.62,5.36,4.09,3750,GIA,medium,3,3,7,4,2.0,3.0,6.0,small,3
Round,Very Good,H,VS2,1.0,1.01,63.0,57.0,Good,Good,Medium to Thick,6.34,6.41,4.02,3930,GIA,high,4,3,3,4,2.0,2.0,5.0,extra small,2
Princess,Ideal,E,VS1,1.01,1.01,74.0,74.0,Excellent,Excellent,Thick to Very Thick,5.42,5.36,3.96,4050,GIA,high,4,5,6,5,4.0,4.0,6.5,small,3
Cushion Modified,Ideal,D,VVS2,2.94,1.03,67.9,63.0,Very Good,Excellent,Slightly Thick to Thick,8.44,8.16,5.54,5730,GIA Lab-Grown,very high,5,5,7,6,3.0,4.0,5.5,extra large,6
Princess,Ideal,F,VS1,1.03,1.01,68.9,67.0,Excellent,Excellent,Medium,5.7,5.62,3.87,1080,IGI Lab-Grown,very low,1,5,5,5,4.0,4.0,4.0,small,3
Princess,Ideal,G,VVS2,1.03,1.01,71.4,72.0,Excellent,Excellent,Slightly Thick to Thick,5.47,5.43,3.88,3210,GIA,medium,3,5,4,6,4.0,4.0,5.5,small,3
Princess,Ideal,E,VS1,1.0,1.0,71.1,73.0,Excellent,Excellent,Thick to Very Thick,5.44,5.42,3.85,3580,GIA,medium,3,5,6,5,4.0,4.0,6.5,extra small,2
Cushion Modified,Ideal,E,VS1,3.09,1.02,66.4,63.0,Excellent,Excellent,Slightly Thick to Thick,8.5,8.34,5.54,6720,GIA Lab-Grown,very high,5,5,6,5,4.0,4.0,5.5,ultra large (3+),7
Cushion Modified,Ideal,E,VS1,2.02,1.02,66.1,60.0,Excellent,Excellent,Medium to Very Thick,7.47,7.3,4.83,3120,GIA Lab-Grown,medium,3,5,6,5,4.0,4.0,6.0,large,5
Cushion Modified,Very Good,H,VS2,1.0,1.1,67.9,63.0,Excellent,Excellent,Slightly Thick to Thick,5.84,5.32,3.61,2390,GIA,medium,3,3,3,4,4.0,4.0,5.5,extra small,2
Princess,Ideal,D,VS1,1.07,1.01,72.5,68.0,Excellent,Excellent,Medium,5.49,5.46,3.96,1150,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.0,small,3
Round,Very Good,H,VS1,1.02,1.0,62.9,59.0,Excellent,Very Good,Thin to Slightly Thick,6.41,6.43,4.04,3940,GIA,high,4,3,3,5,4.0,3.0,4.0,small,3
Princess,Ideal,D,VS1,1.0,1.01,72.0,65.0,Excellent,Excellent,Medium,5.57,5.5,3.96,1080,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.0,extra small,2
Princess,Very Good,H,VVS1,1.06,1.01,72.1,76.0,Excellent,Excellent,Medium to Slightly Thick,5.81,5.73,4.13,3410,GIA,medium,3,3,3,7,4.0,4.0,4.5,small,3
Round,Excellent,H,VS2,1.0,1.01,63.6,57.0,Excellent,Very Good,Medium to Slightly Thick,6.25,6.34,4.01,3630,GIA,medium,3,4,3,4,4.0,3.0,4.5,extra small,2
Princess,Very Good,F,VVS2,1.01,1.0,70.7,76.0,Excellent,Very Good,Medium to Slightly Thick,5.61,5.61,3.97,3910,GIA,high,4,3,5,6,4.0,3.0,4.5,small,3
Round,Excellent,E,VS1,1.55,1.01,61.7,57.0,Excellent,Excellent,Medium,7.41,7.45,4.58,1770,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.0,medium,4
Round,Excellent,D,VS1,1.54,1.0,60.6,58.0,Excellent,Excellent,Medium to Slightly Thick,7.45,7.48,4.53,1800,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Cushion Modified,Ideal,D,VVS2,1.57,1.04,69.6,61.0,Excellent,Excellent,Thin to Thick,6.9,6.62,4.61,2590,IGI Lab-Grown,medium,3,5,7,6,4.0,4.0,4.5,medium,4
Round,Excellent,E,VS1,1.52,1.0,61.4,57.0,Excellent,Excellent,Medium to Slightly Thick,7.39,7.42,4.55,1730,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Princess,Ideal,G,VVS2,1.07,1.0,71.5,74.0,Excellent,Very Good,Thin to Medium,5.75,5.74,4.1,3310,GIA,medium,3,5,4,6,4.0,3.0,3.5,small,3
Cushion Modified,Ideal,D,VVS1,2.71,1.02,66.5,61.0,Excellent,Excellent,Medium to Thick,8.02,7.86,5.23,6410,GIA Lab-Grown,very high,5,5,7,7,4.0,4.0,5.0,extra large,6
Princess,Ideal,E,VVS2,1.02,1.0,72.7,67.0,Excellent,Excellent,Medium,5.45,5.43,3.95,1190,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Princess,Ideal,G,VS2,1.01,1.01,70.1,72.0,Excellent,Excellent,Slightly Thick to Thick,5.58,5.52,3.87,3100,GIA,medium,3,5,4,4,4.0,4.0,5.5,small,3
Round,Excellent,D,VS1,1.53,1.0,62.4,57.0,Excellent,Excellent,Medium,7.35,7.36,4.59,1790,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.0,medium,4
Round,Excellent,H,VS2,1.01,1.0,62.1,57.0,Excellent,Excellent,Medium to Slightly Thick,6.39,6.41,3.97,4040,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Cushion Modified,Ideal,D,VVS1,1.18,1.03,65.8,62.0,Excellent,Excellent,Medium to Thick,6.24,6.03,3.96,2060,GIA Lab-Grown,low,2,5,7,7,4.0,4.0,5.0,small,3
Princess,Ideal,E,VVS2,1.04,1.01,72.7,70.0,Excellent,Excellent,Medium,5.49,5.43,3.95,1210,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Cushion,Ideal,D,VS1,2.09,1.01,66.0,61.0,Excellent,Excellent,Medium to Slightly Thick,7.47,7.42,4.9,3570,IGI Lab-Grown,medium,3,5,7,5,4.0,4.0,4.5,large,5
Cushion Modified,Very Good,H,VS2,1.01,1.14,70.0,63.0,Excellent,Excellent,Medium to Thick,6.17,5.4,3.78,2090,GIA,low,2,3,3,4,4.0,4.0,5.0,small,3
Cushion,Ideal,E,VS1,1.63,1.05,69.7,63.5,Excellent,Excellent,Medium to Thick,6.89,6.56,4.57,2150,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,5.0,medium,4
Round,Excellent,H,VS1,1.0,1.02,60.0,62.0,Excellent,Very Good,Medium to Slightly Thick,6.4,6.5,3.87,10550,GIA,very high,5,4,3,5,4.0,3.0,4.5,extra small,2
Cushion Modified,Ideal,E,VS1,1.55,1.01,65.8,61.0,Excellent,Excellent,Slightly Thick to Thick,6.75,6.71,4.42,4930,GIA Lab-Grown,very high,5,5,6,5,4.0,4.0,5.5,medium,4
Round,Excellent,E,VS1,1.59,1.0,61.6,57.0,Excellent,Excellent,Medium to Slightly Thick,7.48,7.51,4.61,1810,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Round,Excellent,H,VS2,1.0,1.01,61.0,61.0,Excellent,Excellent,Slightly Thick,6.42,6.46,3.93,4120,GIA,high,4,4,3,4,4.0,4.0,5.0,extra small,2
Cushion Modified,Ideal,D,VVS2,1.83,1.0,65.3,60.0,Excellent,Excellent,Thin to Slightly Thick,6.99,6.98,4.56,5920,GIA Lab-Grown,very high,5,5,7,6,4.0,4.0,4.0,medium,4
Cushion,Ideal,D,VVS2,1.5,1.0,66.5,64.0,Excellent,Excellent,Medium to Slightly Thick,6.57,6.54,4.35,2990,IGI Lab-Grown,medium,3,5,7,6,4.0,4.0,4.5,small,3
Princess,Ideal,E,VVS2,1.04,1.01,72.6,69.0,Excellent,Excellent,Medium,5.5,5.44,3.95,1210,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Round,Excellent,H,VS2,1.0,1.01,60.5,59.0,Excellent,Excellent,Slightly Thick,6.45,6.49,3.92,3990,GIA,high,4,4,3,4,4.0,4.0,5.0,extra small,2
Princess,Ideal,G,VS2,1.02,1.01,69.1,72.0,Excellent,Very Good,Medium to Slightly Thick,5.68,5.63,3.89,4270,GIA,high,4,5,4,4,4.0,3.0,4.5,small,3
Princess,Ideal,H,VS2,1.01,1.02,70.1,70.0,Excellent,Very Good,Slightly Thick to Thick,5.65,5.53,3.88,2730,GIA,medium,3,5,3,4,4.0,3.0,5.5,small,3
Round,Ideal,E,VS1,1.58,1.01,60.7,59.0,Excellent,Excellent,Medium,7.48,7.53,4.55,1820,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Princess,Ideal,D,VS1,1.06,1.01,70.7,69.0,Excellent,Excellent,Medium,5.69,5.61,3.97,1140,GIA Lab-Grown,very low,1,5,7,5,4.0,4.0,4.0,small,3
Princess,Ideal,D,VS1,1.05,1.02,70.2,69.0,Excellent,Excellent,Medium,5.56,5.47,3.84,1130,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.0,small,3
Princess,Ideal,E,VS2,1.02,1.01,74.9,71.0,Excellent,Excellent,Slightly Thick to Thick,5.53,5.49,4.11,3370,GIA,medium,3,5,6,4,4.0,4.0,5.5,small,3
Princess,Ideal,D,VS1,1.07,1.01,70.7,67.0,Excellent,Excellent,Medium to Slightly Thick,5.6,5.56,3.93,1150,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.5,small,3
Princess,Ideal,H,VVS2,1.0,1.0,73.7,74.0,Excellent,Excellent,Thick to Very Thick,5.39,5.37,3.96,3190,GIA,medium,3,5,3,6,4.0,4.0,6.5,extra small,2
Princess,Ideal,H,VS2,1.0,1.02,73.7,72.0,Excellent,Very Good,Thick,5.41,5.3,3.9,2700,GIA,medium,3,5,3,4,4.0,3.0,6.0,extra small,2
Princess,Ideal,E,VS1,1.07,1.01,71.2,70.0,Excellent,Excellent,Medium,5.54,5.49,3.91,1060,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Princess,Ideal,G,VVS2,1.02,1.02,72.3,72.0,Excellent,Very Good,Medium to Slightly Thick,5.73,5.62,4.06,3950,GIA,high,4,5,4,6,4.0,3.0,4.5,small,3
Cushion,Ideal,D,VVS1,1.02,1.02,64.1,64.0,Excellent,Excellent,Slightly Thick to Very Thick,5.85,5.71,3.66,2470,IGI Lab-Grown,medium,3,5,7,7,4.0,4.0,6.5,small,3
Round,Excellent,E,VS1,1.58,1.0,60.4,58.0,Excellent,Excellent,Medium,7.53,7.55,4.56,1800,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.0,medium,4
Round,Excellent,H,VS1,1.0,1.01,61.7,62.0,Excellent,Excellent,Thin to Slightly Thick,6.34,6.39,3.93,4150,GIA,high,4,4,3,5,4.0,4.0,4.0,extra small,2
Round,Excellent,H,VVS2,1.03,1.01,62.7,57.0,Excellent,Excellent,Medium to Slightly Thick,6.4,6.46,4.03,3780,GIA,medium,3,4,3,6,4.0,4.0,4.5,small,3
Princess,Ideal,G,VS2,1.01,1.01,71.8,71.0,Excellent,Excellent,Medium to Slightly Thick,5.58,5.53,3.97,2720,GIA,medium,3,5,4,4,4.0,4.0,4.5,small,3
Cushion Modified,Ideal,F,VS1,2.55,1.04,69.1,66.0,Excellent,Excellent,Slightly Thick to Very Thick,7.87,7.59,5.25,4980,GIA Lab-Grown,very high,5,5,5,5,4.0,4.0,6.5,extra large,6
Princess,Ideal,G,IF,1.0,1.0,71.5,72.0,Excellent,Excellent,Thick to Very Thick,5.5,5.49,3.92,3810,GIA,high,4,5,4,8,4.0,4.0,6.5,extra small,2
Round,Excellent,H,VS1,1.0,1.01,58.9,62.0,Excellent,Excellent,Medium to Slightly Thick,6.49,6.54,3.84,4040,GIA,high,4,4,3,5,4.0,4.0,4.5,extra small,2
Princess,Ideal,G,VS1,1.04,1.03,69.5,73.0,Excellent,Very Good,Thick,5.74,5.6,3.89,3450,GIA,medium,3,5,4,5,4.0,3.0,6.0,small,3
Round,Ideal,D,VS1,1.58,1.01,61.1,58.0,Excellent,Excellent,Medium,7.47,7.51,4.58,1850,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Princess,Ideal,G,VVS1,1.01,1.0,73.1,75.0,Excellent,Very Good,Thick to Very Thick,5.45,5.45,3.98,3450,GIA,medium,3,5,4,7,4.0,3.0,6.5,small,3
Princess,Ideal,H,VVS1,1.0,1.01,74.7,71.0,Excellent,Excellent,Thick to Very Thick,5.34,5.29,3.95,3140,GIA,medium,3,5,3,7,4.0,4.0,6.5,extra small,2
Round,Excellent,H,VS2,1.0,1.0,61.8,57.0,Excellent,Excellent,Medium to Slightly Thick,6.36,6.39,3.94,4030,GIA,high,4,4,3,4,4.0,4.0,4.5,extra small,2
Princess,Ideal,F,VVS2,1.09,1.0,71.7,70.0,Excellent,Excellent,Medium to Slightly Thick,5.56,5.55,3.98,1210,IGI Lab-Grown,low,2,5,5,6,4.0,4.0,4.5,small,3
Princess,Ideal,H,VVS2,1.04,1.02,74.1,68.0,Excellent,Very Good,Very Thick,5.47,5.34,3.95,3650,GIA,medium,3,5,3,6,4.0,3.0,7.0,small,3
Round,Excellent,H,VS2,1.01,1.0,62.2,57.0,Excellent,Excellent,Medium,6.42,6.44,4.0,4110,GIA,high,4,4,3,4,4.0,4.0,4.0,small,3
Princess,Ideal,D,VVS2,1.01,1.03,69.8,67.0,Excellent,Very Good,Medium to Slightly Thick,5.74,5.59,3.9,1210,GIA Lab-Grown,low,2,5,7,6,4.0,3.0,4.5,small,3
Cushion Modified,Ideal,F,VS1,2.04,1.02,65.6,62.0,Very Good,Excellent,Medium to Thick,7.42,7.29,4.78,4860,GIA Lab-Grown,very high,5,5,5,5,3.0,4.0,5.0,large,5
Round,Excellent,H,VS2,1.0,1.01,62.5,57.0,Excellent,Excellent,Medium to Slightly Thick,6.37,6.41,3.99,3940,GIA,high,4,4,3,4,4.0,4.0,4.5,extra small,2
Princess,Ideal,E,VS1,1.03,1.01,73.6,67.0,Excellent,Excellent,Medium,5.54,5.46,4.02,1030,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Cushion Modified,Ideal,D,VVS1,1.16,1.04,67.5,62.0,Excellent,Excellent,Medium to Thick,6.15,5.94,4.01,2030,GIA Lab-Grown,low,2,5,7,7,4.0,4.0,5.0,small,3
Round,Excellent,E,VS1,1.59,1.0,61.4,56.0,Excellent,Excellent,Thin to Medium,7.52,7.53,4.62,1810,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,3.5,medium,4
Cushion Modified,Ideal,E,VVS1,2.04,1.02,68.5,59.0,Excellent,Excellent,Medium to Thick,7.24,7.08,4.85,3930,GIA Lab-Grown,high,4,5,6,7,4.0,4.0,5.0,large,5
Princess,Very Good,H,VS1,1.13,1.06,73.8,75.0,Very Good,Good,Slightly Thick to Thick,6.01,5.69,4.2,3810,GIA,high,4,3,3,5,3.0,2.0,5.5,small,3
Round,Very Good,H,VS2,1.0,1.01,64.3,57.0,Excellent,Very Good,Thin to Thick,6.17,6.25,4.0,3260,GIA,medium,3,3,3,4,4.0,3.0,4.5,extra small,2
Round,Excellent,D,VS1,1.52,1.0,61.6,56.0,Excellent,Excellent,Medium to Slightly Thick,7.37,7.39,4.55,1780,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,H,VS1,1.0,1.0,60.4,60.0,Excellent,Excellent,Medium to Slightly Thick,6.46,6.48,3.9,3740,GIA,medium,3,4,3,5,4.0,4.0,4.5,extra small,2
Princess,Ideal,F,VS2,1.01,1.02,71.2,74.0,Excellent,Very Good,Thick,5.61,5.5,3.91,3310,GIA,medium,3,5,5,4,4.0,3.0,6.0,small,3
Cushion,Ideal,D,VS1,2.78,1.02,65.6,62.0,Excellent,Excellent,Medium to Slightly Thick,8.28,8.11,5.32,4900,IGI Lab-Grown,very high,5,5,7,5,4.0,4.0,4.5,extra large,6
Princess,Ideal,H,VVS2,1.01,1.01,74.0,72.0,Excellent,Very Good,Slightly Thick to Thick,5.34,5.27,3.9,3080,GIA,medium,3,5,3,6,4.0,3.0,5.5,small,3
Cushion Modified,Ideal,E,VVS2,1.79,1.03,69.7,58.0,Excellent,Excellent,Slightly Thick to Very Thick,6.98,6.78,4.73,2900,GIA Lab-Grown,medium,3,5,6,6,4.0,4.0,6.5,medium,4
Round,Ideal,E,VS1,1.56,1.0,60.5,58.0,Excellent,Excellent,Medium,7.49,7.52,4.55,1810,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Round,Ideal,D,VS1,1.58,1.01,61.8,57.0,Excellent,Excellent,Medium to Slightly Thick,7.44,7.48,4.61,1850,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,H,VS2,1.02,1.0,61.8,59.0,Excellent,Excellent,Slightly Thick,6.39,6.42,3.96,4090,GIA,high,4,4,3,4,4.0,4.0,5.0,small,3
Princess,Ideal,F,VVS2,1.02,1.03,70.7,73.0,Excellent,Very Good,Medium,5.66,5.52,3.9,1080,IGI Lab-Grown,very low,1,5,5,6,4.0,3.0,4.0,small,3
Round,Excellent,H,VS2,1.0,1.0,59.9,59.0,Excellent,Excellent,Medium to Slightly Thick,6.48,6.51,3.89,3940,GIA,high,4,4,3,4,4.0,4.0,4.5,extra small,2
Cushion Modified,Ideal,H,VS2,1.0,1.01,67.9,60.0,Excellent,Very Good,Slightly Thick to Very Thick,5.51,5.48,3.72,2300,GIA,low,2,5,3,4,4.0,3.0,6.5,extra small,2
Princess,Ideal,E,VVS2,1.02,1.01,71.8,70.0,Excellent,Excellent,Medium to Slightly Thick,5.47,5.42,3.89,1190,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.5,small,3
Princess,Ideal,G,VVS1,1.01,1.0,73.5,75.0,Excellent,Excellent,Medium to Slightly Thick,5.51,5.5,4.05,3150,GIA,medium,3,5,4,7,4.0,4.0,4.5,small,3
